"","x1_gender","x2_seniorcitizen","x3_partner","x4_dependents","x5_tenure","x6_contract","x7_paperlessbill","x8_paymntmethod","x9_mthlycharges","x10_totalcharges","x11_phone","x12_multipleline","x13_internet","x14_onlinesecur","x15_onlinebckp","x16_devprotect","x17_techsupport","x18_streamtv","x19_streammovie","y_churn"
"4657","Female",0,"Yes","Yes",22,"Month-to-month","Yes","Bank transfer (automatic)",75.8,1615.1,"Yes","Yes","Fiber optic","No","No","No","No","No","No",0
"4658","Male",0,"Yes","No",42,"Month-to-month","Yes","Credit card (automatic)",25.1,1097.15,"No","No phone service","DSL","No","No","No","No","No","No",0
"4659","Female",0,"No","No",8,"Month-to-month","No","Mailed check",44.45,369.3,"Yes","No","DSL","No","No","No","No","No","No",0
"4660","Female",0,"Yes","Yes",65,"Two year","Yes","Credit card (automatic)",104.3,6725.3,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes",0
"4661","Female",0,"No","No",2,"Month-to-month","No","Mailed check",19.5,31.55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"4662","Female",0,"Yes","Yes",70,"Two year","Yes","Bank transfer (automatic)",89,6293.2,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"4663","Male",0,"No","Yes",22,"Month-to-month","No","Credit card (automatic)",20.15,432.5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4664","Female",1,"No","No",4,"Month-to-month","Yes","Electronic check",74.9,321.75,"Yes","Yes","Fiber optic","No","No","No","No","No","No",1
"4665","Female",0,"No","No",2,"Month-to-month","No","Credit card (automatic)",74.9,147.15,"Yes","Yes","Fiber optic","No","No","No","No","No","No",1
"4666","Female",0,"Yes","Yes",67,"Two year","No","Bank transfer (automatic)",36.15,2434.45,"No","No phone service","DSL","Yes","Yes","No","No","No","No",0
"4667","Female",0,"No","No",25,"Month-to-month","Yes","Credit card (automatic)",19.2,532.1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4668","Female",0,"Yes","No",20,"Month-to-month","No","Bank transfer (automatic)",19.25,375.25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4669","Female",0,"No","Yes",2,"Month-to-month","Yes","Credit card (automatic)",61.2,125.95,"Yes","No","DSL","Yes","No","No","No","No","Yes",0
"4670","Male",0,"No","No",51,"Two year","No","Mailed check",20.45,1042.65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4671","Female",0,"Yes","Yes",46,"Month-to-month","No","Bank transfer (automatic)",35.05,1620.25,"No","No phone service","DSL","Yes","Yes","No","No","No","No",0
"4672","Female",0,"No","No",25,"Month-to-month","Yes","Electronic check",100.25,2387.75,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes",1
"4673","Male",0,"No","Yes",13,"Month-to-month","No","Mailed check",44,659.35,"Yes","No","DSL","No","No","No","No","No","No",0
"4674","Female",1,"No","No",25,"Month-to-month","Yes","Mailed check",102.8,2660.2,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes",1
"4675","Male",0,"Yes","Yes",26,"One year","No","Mailed check",50.35,1285.8,"Yes","No","DSL","No","No","Yes","No","No","No",0
"4676","Male",0,"No","No",43,"One year","Yes","Electronic check",100,4211.55,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes",1
"4677","Male",0,"No","Yes",19,"Month-to-month","Yes","Electronic check",20,377.55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4678","Male",0,"Yes","No",10,"Month-to-month","Yes","Electronic check",99.85,990.9,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes",1
"4679","Female",0,"No","Yes",2,"Month-to-month","Yes","Bank transfer (automatic)",94.2,193.8,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",1
"4680","Female",0,"Yes","No",72,"Two year","Yes","Bank transfer (automatic)",86.4,6058.95,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes",0
"4681","Male",1,"No","No",18,"Month-to-month","Yes","Credit card (automatic)",58.4,964.9,"Yes","Yes","DSL","Yes","Yes","No","No","No","No",0
"4682","Male",1,"No","No",9,"Month-to-month","Yes","Electronic check",83.85,790.15,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",1
"4683","Female",1,"No","No",27,"Month-to-month","No","Credit card (automatic)",88.3,2467.75,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes",1
"4684","Male",0,"No","No",24,"Month-to-month","Yes","Electronic check",94.1,2322.85,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes",0
"4685","Male",0,"No","No",69,"One year","Yes","Bank transfer (automatic)",104.05,7262,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",1
"4686","Female",0,"Yes","No",46,"Two year","Yes","Credit card (automatic)",108.9,4854.3,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes",0
"4687","Female",1,"No","No",72,"Two year","Yes","Bank transfer (automatic)",107.4,7748.75,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes",0
"4688","Male",0,"Yes","No",22,"Month-to-month","Yes","Credit card (automatic)",94.7,1914.9,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes",1
"4689","Female",1,"Yes","No",70,"Month-to-month","Yes","Electronic check",90.85,6470.1,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes",0
"4690","Female",0,"No","No",2,"Month-to-month","No","Electronic check",19.9,57.4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4691","Male",0,"Yes","No",31,"Month-to-month","Yes","Credit card (automatic)",66.4,2019.8,"Yes","No","DSL","No","No","Yes","Yes","No","Yes",0
"4692","Female",1,"Yes","No",56,"Month-to-month","Yes","Bank transfer (automatic)",100.65,5688.05,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes",1
"4693","Female",0,"Yes","Yes",16,"Month-to-month","No","Bank transfer (automatic)",100.7,1522.7,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes",0
"4694","Male",0,"No","Yes",52,"Two year","No","Credit card (automatic)",25.6,1334.5,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4695","Male",0,"Yes","Yes",13,"Month-to-month","Yes","Mailed check",19.85,252,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4696","Female",0,"No","No",35,"One year","No","Mailed check",20.75,700.45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4697","Female",0,"No","No",59,"Two year","No","Electronic check",95.8,5655.45,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes",0
"4698","Male",0,"Yes","No",72,"Month-to-month","Yes","Electronic check",94.65,6747.35,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes",0
"4699","Female",1,"Yes","No",66,"Two year","Yes","Bank transfer (automatic)",80.55,5265.1,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes",1
"4700","Female",0,"Yes","No",49,"Two year","No","Credit card (automatic)",106.65,5174.35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes",0
"4701","Female",0,"No","No",2,"Month-to-month","Yes","Mailed check",45.85,105.6,"Yes","No","DSL","No","No","No","No","No","No",0
"4702","Male",1,"No","No",21,"Month-to-month","Yes","Electronic check",104.35,2271.85,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",0
"4703","Male",1,"No","No",54,"One year","Yes","Electronic check",55.45,2966.95,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes",0
"4704","Male",1,"Yes","No",24,"Month-to-month","Yes","Electronic check",78.85,1772.25,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No",1
"4705","Male",0,"No","No",1,"Month-to-month","No","Electronic check",61.15,61.15,"Yes","Yes","DSL","Yes","Yes","No","No","No","No",0
"4706","Male",0,"No","No",6,"Month-to-month","Yes","Electronic check",78.95,494.95,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No",0
"4707","Female",0,"No","No",1,"Month-to-month","Yes","Mailed check",44.45,44.45,"Yes","No","DSL","No","No","No","No","No","No",1
"4708","Male",0,"No","Yes",49,"One year","Yes","Credit card (automatic)",109.2,5290.45,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes",0
"4709","Female",0,"Yes","Yes",56,"Two year","Yes","Credit card (automatic)",61.3,3346.8,"Yes","No","DSL","Yes","Yes","Yes","No","No","No",0
"4710","Female",1,"No","No",56,"Month-to-month","Yes","Electronic check",96.85,5219.65,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes",0
"4711","Female",0,"Yes","Yes",6,"Two year","No","Mailed check",40.55,217.5,"No","No phone service","DSL","No","Yes","Yes","Yes","No","No",0
"4712","Male",0,"No","No",32,"One year","No","Mailed check",19.8,607.7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4713","Male",0,"Yes","Yes",50,"One year","Yes","Electronic check",108.25,5431.4,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes",0
"4714","Male",0,"Yes","Yes",58,"One year","Yes","Bank transfer (automatic)",105.05,6004.85,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes",0
"4715","Female",0,"Yes","Yes",65,"Two year","Yes","Mailed check",90.45,5957.9,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"4716","Female",0,"No","No",64,"Two year","Yes","Credit card (automatic)",86.4,5442.05,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",0
"4717","Female",0,"Yes","No",66,"Two year","No","Bank transfer (automatic)",66.9,4370.25,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No",0
"4718","Male",0,"Yes","No",38,"One year","Yes","Electronic check",110.7,4428.6,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes",0
"4719","Female",0,"Yes","No",20,"One year","Yes","Mailed check",20,416.45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4720","Male",0,"No","No",36,"Month-to-month","Yes","Electronic check",84.9,3067.2,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes",1
"4721","Male",1,"No","No",64,"One year","No","Electronic check",102.1,6688.1,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes",0
"4722","Male",0,"No","No",1,"Month-to-month","No","Mailed check",20.25,20.25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"4723","Female",0,"No","No",60,"One year","Yes","Credit card (automatic)",70.15,4224.7,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No",0
"4724","Male",0,"No","No",1,"Month-to-month","Yes","Electronic check",74.35,74.35,"Yes","No","Fiber optic","No","Yes","No","No","No","No",1
"4725","Female",0,"Yes","Yes",50,"One year","Yes","Bank transfer (automatic)",80.05,4042.2,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes",0
"4726","Male",0,"No","No",1,"Month-to-month","No","Mailed check",62.05,62.05,"Yes","Yes","DSL","No","No","Yes","Yes","No","No",1
"4727","Female",0,"Yes","No",72,"Two year","Yes","Electronic check",49.2,3580.95,"No","No phone service","DSL","Yes","Yes","Yes","No","No","Yes",0
"4728","Male",0,"Yes","No",60,"Two year","Yes","Bank transfer (automatic)",20.5,1198.8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4729","Male",0,"No","No",46,"Two year","No","Mailed check",38.25,1755.35,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No",0
"4730","Female",0,"Yes","Yes",69,"Two year","Yes","Credit card (automatic)",54.95,3772.5,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes",0
"4731","Male",1,"No","No",31,"Month-to-month","Yes","Bank transfer (automatic)",96.6,2877.95,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No",0
"4732","Male",0,"Yes","Yes",19,"One year","No","Mailed check",19.9,357.7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4733","Female",0,"Yes","Yes",71,"Two year","No","Credit card (automatic)",19.9,1397.3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4734","Male",0,"Yes","No",12,"Month-to-month","Yes","Electronic check",84.6,959.9,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No",0
"4735","Male",0,"Yes","Yes",39,"One year","No","Credit card (automatic)",80,3182.95,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes",1
"4736","Male",0,"No","No",44,"One year","Yes","Bank transfer (automatic)",85.25,3704.15,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes",0
"4737","Female",0,"Yes","Yes",56,"Two year","No","Credit card (automatic)",81.25,4620.4,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No",0
"4738","Female",0,"Yes","No",72,"Two year","Yes","Bank transfer (automatic)",115.5,8312.75,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes",0
"4739","Male",0,"No","No",5,"Month-to-month","No","Mailed check",104.1,541.9,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes",1
"4740","Female",0,"No","No",11,"Month-to-month","Yes","Bank transfer (automatic)",79,929.3,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No",0
"4741","Male",1,"Yes","No",24,"Month-to-month","No","Bank transfer (automatic)",39.1,971.3,"No","No phone service","DSL","Yes","No","No","No","No","Yes",1
"4742","Female",1,"Yes","No",15,"Month-to-month","Yes","Electronic check",94.65,1285.05,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes",0
"4743","Male",0,"No","No",72,"Two year","Yes","Mailed check",20.8,1521.2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4744","Male",0,"Yes","No",56,"Two year","No","Credit card (automatic)",59.5,3389.25,"Yes","Yes","DSL","No","Yes","Yes","No","No","No",0
"4745","Male",1,"No","No",64,"Two year","Yes","Bank transfer (automatic)",20.05,1198.05,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4746","Female",0,"Yes","No",34,"Month-to-month","Yes","Electronic check",100.45,3414.65,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes",0
"4747","Male",0,"No","No",2,"Month-to-month","Yes","Electronic check",76.5,162.45,"Yes","Yes","Fiber optic","No","No","No","No","No","No",1
"4748","Male",0,"No","No",35,"One year","No","Bank transfer (automatic)",20.6,754,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4749","Male",0,"No","No",22,"One year","No","Credit card (automatic)",20.3,467.15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4750","Male",0,"No","No",5,"Month-to-month","Yes","Electronic check",49.2,216.9,"Yes","No","DSL","No","No","No","Yes","No","No",1
"4751","Male",0,"No","No",9,"One year","No","Mailed check",39.55,373,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No",0
"4752","Male",0,"No","No",11,"Month-to-month","No","Credit card (automatic)",23.15,245.2,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",1
"4753","Male",0,"No","No",23,"One year","No","Mailed check",20.45,481.1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",0
"4754","Female",0,"Yes","Yes",4,"Month-to-month","No","Electronic check",80.85,302.75,"Yes","No","Fiber optic","No","No","No","No","No","Yes",1
